,reasons,time_occured,time_reported,comments,incident_address,lat,long
380,Traffic Offense,21:14:18 10/25/22 - 21:14:18 10/25/22,21:14:18,  Traffic Stop,HALSEYVILLE RD & PERRY CITY RD; T ULYSSES TRUMANSBURG NY 14886,42.4945789,-76.633844
381,Traffic Offense,20:30:09 10/25/22 - 20:30:09 10/25/22,20:30:09,  Traffic Stop,FIVE MILE DR & ITHACA BEER DR; T ITHACA ITHACA NY 14850,42.4164927,-76.53084919999999
382,Traffic Offense,20:23:00 10/25/22 - 20:23:01 10/25/22,20:23:00,  Traffic offense.,STATE ROUTE 13 S & JAMES L GIBBS DR; C ITHACA ITHACA NY 14850,42.4630089,-76.4996005
394,Traffic Cmplnt,11:51:04 10/25/22 - 11:53:39 10/25/22,11:51:04,  Traffic complaint.,SALT RD; T GROTON GROTON NY 13073,42.6001605,-76.3244275
412,Traffic Offense,06:26:09 10/25/22 - 06:26:09 10/25/22,06:26:09,  Traffic stop.,ELMIRA RD & MAZOUREK RD; T NEWFIELD NEWFIELD NY 14867,42.3289169,-76.6461169
415,Traffic Offense,05:00:47 10/25/22 - 05:00:47 10/25/22,05:00:47,  Traffic stop.,FIVE MILE DR & ELMIRA RD; T ITHACA ITHACA NY 14850,42.41444750000001,-76.53140669999999
418,Traffic Offense,02:44:57 10/25/22 - 02:44:57 10/25/22,02:44:57,  Suspicious vehicle.,ENFIELD FALLS RD & TRUMBULLS CORNERS RD; T ENFIELD ITHACA NY 14850,42.3850132,-76.6326883
427,Traffic Offense,00:33:14 10/25/22 - 00:33:14 10/25/22,00:33:14,  Deputy conducted a traffic stop.,MECKLENBURG RD; ENFIELD DOLLAR GENERAL; T ENFIELD ITHACA NY 14850,42.451756,-76.6057896
429,Traffic Offense,00:02:50 10/25/22 - 00:02:50 10/25/22,00:02:50,  Traffic Offense,PERUVILLE RD & SHARPSTEEN RD; T GROTON GROTON NY 13073,42.5472819,-76.3989674
431,Traffic Offense,20:19:25 10/24/22 - 20:19:25 10/24/22,20:19:25,  traffic stop,MAIN ST; SPEEDWAY; V GROTON GROTON NY 13073,42.5877726,-76.3667227
434,Traffic Offense,19:31:24 10/24/22 - 19:31:24 10/24/22,19:31:24,  traffic stop,PERUVILLE RD & PERU RD; T GROTON GROTON NY 13073,42.5482062,-76.3616439
435,Traffic Offense,19:23:22 10/24/22 - 19:23:22 10/24/22,19:23:22,  traffic stop,PERU RD & STEVENS RD; T GROTON GROTON NY 13073,42.5627891,-76.36423889999999
454,Traffic Cmplnt,12:31:48 10/24/22 - 12:33:41 10/24/22,12:31:48,  TCSO investigated a traffic complaint.,BLOCK SEVENTY SIX RD; T CAROLINE BROOKTONDALE NY 14817,42.3429557,-76.3045373
462,Traffic Offense,09:07:46 10/24/22 - 09:07:46 10/24/22,09:07:46,  TCSO initiated a Traffic Stop.,MAIN ST & UPPER CREEK RD; T DRYDEN ETNA NY 13062,42.490333,-76.3779773
466,Traffic Offense,05:44:27 10/24/22 - 05:44:27 10/24/22,05:44:27,  Deputy conducted a traffic stop.,ELMIRA RD & CONNECTICUT HILL RD; T NEWFIELD NEWFIELD NY 14867,42.317199,-76.6648226
467,Traffic Offense,05:26:54 10/24/22 - 05:26:54 10/24/22,05:26:54,  Deputy conducted a traffic stop.,ELMIRA RD & TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867,42.3545699,-76.605648
468,Traffic Offense,05:18:00 10/24/22 - 05:18:00 10/24/22,05:18:00,  Traffic Offense.,ELMIRA RD & BANK ST; T NEWFIELD NEWFIELD NY 14867,42.3612242,-76.5983823
470,Traffic Offense,03:28:41 10/24/22 - 03:28:41 10/24/22,03:28:41,  Suspicious vehicle.,TRUMBULLS CORNERS RD & PORTER HILL RD; T ENFIELD ITHACA NY 14850,42.4138109,-76.62894
477,Traffic Offense,00:25:45 10/24/22 - 00:25:45 10/24/22,00:25:45,  Traffic offense,N TRIPHAMMER RD & ASBURY DR; T LANSING ITHACA NY 14850,42.5222285,-76.4916033
478,Traffic Offense,00:25:45 10/24/22 - 00:25:45 10/24/22,00:25:45,  Traffic offense,N TRIPHAMMER RD & ASBURY DR; T LANSING ITHACA NY 14850,42.5222285,-76.4916033
479,Traffic Offense,00:25:45 10/24/22 - 00:25:45 10/24/22,00:25:45,  Traffic offense,N TRIPHAMMER RD & ASBURY DR; T LANSING ITHACA NY 14850,42.5222285,-76.4916033
481,Traffic Offense,21:47:30 10/23/22 - 21:47:30 10/23/22,21:47:30,  Traffic Stop,SHELDON RD & PERUVILLE RD; T DRYDEN; T GROTON GROTON NY 13073,42.5468072,-76.41636369999999
482,Traffic Offense,21:35:06 10/23/22 - 21:35:06 10/23/22,21:35:06, ,EAST SHORE DR; RIDGE ROAD IMPORTS; T LANSING LANSING NY 14882,42.5295934,-76.500964
483,Traffic stop.,21:24:07 10/23/22 - 21:29:05 10/23/22,21:24:07, ,TRUMANSBURG RD; CAYUGA RIDGE; T ITHACA ITHACA NY 14850,42.4914674,-76.5883927
485,Traffic Offense,20:08:59 10/23/22 - 20:08:59 10/23/22,20:08:59,  Traffic Stop,PERU RD # HS; GROTON HIGH SCHOOL; V GROTON GROTON NY 13073,42.5665431,-76.3647589
486,Traffic Cmplnt,19:43:50 10/23/22 - 19:45:48 10/23/22,19:43:50,  Traffic Complaint.,DANBY RD; T DANBY WILLSEYVILLE NY 13864,42.3289137,-76.4325699
489,Traffic Offense,19:20:18 10/23/22 - 19:20:18 10/23/22,19:20:18,  Traffic Stop,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225
490,Traffic Offense,18:58:03 10/23/22 - 18:58:03 10/23/22,18:58:03,  Traffic Offense.,TRUMANSBURG RD & COLEGROVE RD; T ULYSSES TRUMANSBURG NY 14886,42.5050839,-76.6103009
495,Traffic Offense,17:54:18 10/23/22 - 17:54:18 10/23/22,17:54:18,  Deputy conducted a traffic stop.,PERUVILLE RD & SCHOOL ST; T GROTON; T DRYDEN FREEVILLE NY 13068,42.549665,-76.2938374
500,Traffic Cmplnt,16:43:23 10/23/22 - 16:43:23 10/23/22,16:43:23,  Traffic complaint.,SAPSUCKER WOODS RD & STATE ROUTE 13; V LANSING ITHACA NY 14850,42.482845,-76.4548329
504,Traffic Offense,13:17:38 10/23/22 - 13:17:38 10/23/22,13:17:38,  Traffic stop,BROOK DR & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
505,Traffic Offense,13:17:38 10/23/22 - 13:17:38 10/23/22,13:17:38,  Traffic stop,BROOK DR & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
508,Traffic Offense,13:07:57 10/23/22 - 13:07:57 10/23/22,13:07:57,  Traffic stop.,HANSHAW RD & SCHWAN DR; T DRYDEN ITHACA NY 14850,42.484663,-76.43127
512,Traffic Offense,11:33:04 10/23/22 - 11:33:04 10/23/22,11:33:04,  Traffic stop,RIDGE RD & LUDLOWVILLE RD; T LANSING LANSING NY 14882,42.5544924,-76.5450774
513,Traffic Offense,11:33:04 10/23/22 - 11:33:04 10/23/22,11:33:04,  Traffic stop,RIDGE RD & LUDLOWVILLE RD; T LANSING LANSING NY 14882,42.5544924,-76.5450774
514,Traffic Offense,10:52:54 10/23/22 - 10:52:54 10/23/22,10:52:54,  Deputies conducted a stop for No Plates.,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
518,Traffic Offense,07:39:30 10/23/22 - 07:39:30 10/23/22,07:39:30,  Traffic stop.,FLORAL AVE; TOWERVIEW APTS; C ITHACA ITHACA NY 14850,42.4351342,-76.5190315
519,Traffic Offense,07:39:30 10/23/22 - 07:39:30 10/23/22,07:39:30,  Traffic stop.,FLORAL AVE; TOWERVIEW APTS; C ITHACA ITHACA NY 14850,42.4351342,-76.5190315
520,Traffic Offense,07:39:30 10/23/22 - 07:39:30 10/23/22,07:39:30,  Traffic stop.,FLORAL AVE; TOWERVIEW APTS; C ITHACA ITHACA NY 14850,42.4351342,-76.5190315
521,Traffic Offense,07:39:30 10/23/22 - 07:39:30 10/23/22,07:39:30,  Traffic stop.,FLORAL AVE; TOWERVIEW APTS; C ITHACA ITHACA NY 14850,42.4351342,-76.5190315
523,Traffic Offense,05:12:08 10/23/22 - 05:12:09 10/23/22,05:12:08,  Traffic Stop,FLORAL AVE & HECTOR ST; C ITHACA ITHACA NY 14850,42.44119999999999,-76.51517
524,Traffic Offense,05:12:08 10/23/22 - 05:12:09 10/23/22,05:12:08,  Traffic Stop,FLORAL AVE & HECTOR ST; C ITHACA ITHACA NY 14850,42.44119999999999,-76.51517
525,Traffic Offense,05:12:08 10/23/22 - 05:12:09 10/23/22,05:12:08,  Traffic Stop,FLORAL AVE & HECTOR ST; C ITHACA ITHACA NY 14850,42.44119999999999,-76.51517
526,Traffic Offense,05:12:08 10/23/22 - 05:12:09 10/23/22,05:12:08,  Traffic Stop,FLORAL AVE & HECTOR ST; C ITHACA ITHACA NY 14850,42.44119999999999,-76.51517
527,Traffic Offense,05:12:08 10/23/22 - 05:12:09 10/23/22,05:12:08,  Traffic Stop,FLORAL AVE & HECTOR ST; C ITHACA ITHACA NY 14850,42.44119999999999,-76.51517
528,Traffic Offense,05:12:08 10/23/22 - 05:12:09 10/23/22,05:12:08,  Traffic Stop,FLORAL AVE & HECTOR ST; C ITHACA ITHACA NY 14850,42.44119999999999,-76.51517
531,Traffic Offense,02:07:52 10/23/22 - 02:07:52 10/23/22,02:07:52,  Traffic stop.,GAME FARM RD & ELLIS HOLLOW RD; T ITHACA; T DRYDEN ITHACA NY 14850,42.4331339,-76.4483949
532,Traffic Offense,02:07:52 10/23/22 - 02:07:52 10/23/22,02:07:52,  Traffic stop.,GAME FARM RD & ELLIS HOLLOW RD; T ITHACA; T DRYDEN ITHACA NY 14850,42.4331339,-76.4483949
533,Traffic Offense,02:07:52 10/23/22 - 02:07:52 10/23/22,02:07:52,  Traffic stop.,GAME FARM RD & ELLIS HOLLOW RD; T ITHACA; T DRYDEN ITHACA NY 14850,42.4331339,-76.4483949
534,Traffic Offense,01:58:12 10/23/22 - 01:58:12 10/23/22,01:58:12,  Traffic Stop,DRYDEN RD; NYSEG; T DRYDEN ITHACA NY 14850,42.4649959,-76.4160503
535,Traffic Offense,01:45:40 10/23/22 - 01:45:40 10/23/22,01:45:40,  Traffic Stop,BLOCK EAST SHORE DR; V LANSING ITHACA NY 14850,42.4976514,-76.5098286
537,Traffic Offense,01:41:51 10/23/22 - 01:41:51 10/23/22,01:41:51,  Traffic Stop,BLOCK EAST SHORE DR; V LANSING ITHACA NY 14850,42.4976514,-76.5098286
539,Traffic Offense,01:24:31 10/23/22 - 01:24:31 10/23/22,01:24:31,  Traffic stop.,DRYDEN RD & GEORGE RD; T DRYDEN DRYDEN NY 13053,42.48963740000001,-76.3282852
542,Traffic Offense,00:40:28 10/23/22 - 00:40:28 10/23/22,00:40:28,  Traffic Stop,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850,42.3964701,-76.5460386
543,Traffic Offense,00:29:46 10/23/22 - 00:29:46 10/23/22,00:29:46,  Traffic stop.,DRYDEN RD & CALDWELL RD; T ITHACA ITHACA NY 14850,42.44659,-76.4607039
546,Traffic Offense,00:03:55 10/23/22 - 00:03:55 10/23/22,00:03:55,  Traffic Stop,RIDGE RD & BECKWITH LN; T LANSING LANSING NY 14882,42.5604259,-76.5559289
548,Traffic Offense,23:57:39 10/22/22 - 23:57:39 10/22/22,23:57:39,  Traffic Stop,RIDGE RD & LUDLOWVILLE RD; T LANSING LANSING NY 14882,42.5544924,-76.5450774
550,Traffic Offense,23:43:49 10/22/22 - 23:43:49 10/22/22,23:43:49,  Traffic stop,EAST SHORE DR & BLACKCHIN BLVD; V LANSING ITHACA NY 14850,42.5076304,-76.5090482
552,Traffic Cmplnt,22:51:27 10/22/22 - 22:51:27 10/22/22,22:51:27,  traffic complaint,WARREN RD & FARRELL RD; T LANSING ITHACA NY 14850,42.5145916,-76.4721544
554,Traffic Offense,22:38:01 10/22/22 - 22:38:01 10/22/22,22:38:01,  Traffic Stop,RIDGE RD & BECKWITH LN; T LANSING LANSING NY 14882,42.5604259,-76.5559289
560,Traffic Offense,21:02:54 10/22/22 - 21:02:54 10/22/22,21:02:54,  Traffic stop.,DRYDEN RD & PINCKNEY RD; T DRYDEN ITHACA NY 14850,42.4702146,-76.4042387
565,Traffic Offense,20:17:10 10/22/22 - 20:17:10 10/22/22,20:17:10,  Traffic stop.,TRUMANSBURG RD & COLEGROVE RD; T ULYSSES TRUMANSBURG NY 14886,42.5050839,-76.6103009
566,Traffic Offense,20:04:15 10/22/22 - 20:04:15 10/22/22,20:04:15,  Deputy conducted a traffic stop and made an arrest.,N TRIPHAMMER RD; MOBIL; V LANSING ITHACA NY 14850,42.5054774,-76.490818
567,Traffic Offense,20:04:15 10/22/22 - 20:04:15 10/22/22,20:04:15,  Deputy conducted a traffic stop and made an arrest.,N TRIPHAMMER RD; MOBIL; V LANSING ITHACA NY 14850,42.5054774,-76.490818
568,Traffic Offense,19:53:41 10/22/22 - 19:53:41 10/22/22,19:53:41,  Deputy conducted a traffic stop.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS ITHACA NY 14850,42.5054774,-76.490818
569,Traffic Offense,19:38:03 10/22/22 - 19:38:03 10/22/22,19:38:03,  Deputy conducted a traffic stop.,ELMIRA RD & SEVEN MILE DR; T ITHACA ITHACA NY 14850,42.4084385,-76.5416492
571,Traffic Offense,19:25:44 10/22/22 - 19:25:44 10/22/22,19:25:44,  Deputy conducted a traffic stop.,W DANBY RD; SHADY CORNERS; T ITHACA NEWFIELD NY 14867,42.3567067,-76.5476718
574,Traffic Offense,19:09:47 10/22/22 - 19:09:47 10/22/22,19:09:47,  Deputy conducted a traffic stop.,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867,42.393481,-76.55390919999999
575,Traffic Offense,18:58:26 10/22/22 - 18:58:26 10/22/22,18:58:26,  Deputy conducted a traffic stop.,FIVE MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850,42.4224419,-76.5291647
588,Traffic Offense,14:10:23 10/22/22 - 14:10:23 10/22/22,14:10:23, ,WEST DRYDEN RD & WOOD RD; T DRYDEN FREEVILLE NY 13068,42.51762189999999,-76.3941531
589,TCSO initiated a Traffic Stop.,14:08:59 10/22/22 - 14:09:33 10/22/22,14:08:59, ,MUZZY RD; T DANBY ITHACA NY 14850,42.3839119,-76.4816489
592,Traffic Offense,12:21:03 10/22/22 - 12:21:03 10/22/22,12:21:03,  Deputy conducted a traffic stop.,DAVIS RD & LANSINGVILLE RD; T LANSING LANSING NY 14882,42.573803,-76.549374
593,Traffic Offense,11:46:39 10/22/22 - 11:46:39 10/22/22,11:46:39,  Deputy conducted a traffic stop.,RIDGE RD; T LANSING LANSING NY 14882,42.5735549,-76.5781092
599,Traffic Cmplnt,09:01:13 10/22/22 - 09:03:36 10/22/22,09:01:12,  TCSO responded to a Traffic Complaint.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225
607,Traffic Offense,05:50:38 10/22/22 - 05:50:39 10/22/22,05:50:38,  Traffic Stop,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850,42.5054774,-76.490818
608,Traffic Offense,05:44:37 10/22/22 - 05:44:37 10/22/22,05:44:37,  Traffic stop,STATE ROUTE 13 & LOWER CREEK RD; T DRYDEN ITHACA NY 14850,42.4725103,-76.4212893
613,Traffic Offense,03:05:32 10/22/22 - 03:05:32 10/22/22,03:05:32,  Traffic Stop,BLOCK EAST SHORE DR; V LANSING ITHACA NY 14850,42.4976514,-76.5098286
614,Traffic Offense,02:21:44 10/22/22 - 02:21:44 10/22/22,02:21:44,  Traffic Stop,BONE PLAIN RD & SCOFIELD RD; T DRYDEN; T LANSING FREEVILLE NY 13068,42.5297011,-76.4530992
617,Traffic Offense,00:10:09 10/22/22 - 00:10:09 10/22/22,00:10:09,  Traffic stop.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068,42.5173595,-76.4036654
618,Traffic Offense,00:02:24 10/22/22 - 00:02:24 10/22/22,00:02:24,  Traffic stop.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850,42.4774635,-76.4308381
619,Traffic Offense,00:01:41 10/22/22 - 00:01:41 10/22/22,00:01:41,  Traffic Offense.,BLOCK EAST SHORE DR; V LANSING ITHACA NY 14850,42.4976514,-76.5098286
620,Traffic Offense,23:59:44 10/21/22 - 23:59:44 10/21/22,23:59:44,  Traffic stop. RPS/1234,STATE ROUTE 13 & DEY ST; C ITHACA ITHACA NY 14850,42.45160389999999,-76.5034177
621,Traffic Offense,23:47:14 10/21/22 - 23:47:14 10/21/22,23:47:14,  Traffic stop.,WARREN DR & CHERRY RD; T LANSING ITHACA NY 14850,42.5014236,-76.4678668
622,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
623,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
624,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
625,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
629,Traffic Cmplnt,19:29:34 10/21/22 - 19:31:12 10/21/22,19:29:34,  Assist NYSP with a traffic complaint.,N TRIPHAMMER RD; CROSSROADS BAR AND GRILL; T LANSING LANSING NY 14882,42.5320805,-76.4922323
632,Traffic Cmplnt,17:37:08 10/21/22 - 17:38:11 10/21/22,17:37:08,  Traffic complaint.,DOUGLAS RD; T NEWFIELD NEWFIELD NY 14867,42.389187,-76.613562
658,Traffic Offense,10:17:29 10/21/22 - 10:17:29 10/21/22,10:17:29,  Traffic stop,SLATERVILLE RD & BOICEVILLE RD; T CAROLINE SLATERVILLE SPR NY 14881,42.39380320000001,-76.36284049999999
659,Traffic Offense,10:17:29 10/21/22 - 10:17:29 10/21/22,10:17:29,  Traffic stop,SLATERVILLE RD & BOICEVILLE RD; T CAROLINE SLATERVILLE SPR NY 14881,42.39380320000001,-76.36284049999999
678,Traffic Offense,23:52:36 10/20/22 - 23:52:36 10/20/22,23:52:36,  Traffic stop,STATE ROUTE 13 N & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818
681,Traffic Offense,22:16:14 10/20/22 - 22:16:14 10/20/22,22:16:14,  TCSO conducted a traffic stop.,WARREN RD & BOMAX DR; V LANSING ITHACA NY 14850,42.490079,-76.467666
698,Traffic Cmplnt,16:08:33 10/20/22 - 16:09:24 10/20/22,16:08:33,  Traffic complaint.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850,42.4774635,-76.4308381
717,Traffic Offense,06:43:50 10/20/22 - 06:43:50 10/20/22,06:43:50,  Traffic stop.,HALSEYVILLE RD & HAYTS RD; T ENFIELD ITHACA NY 14850,42.4651939,-76.63195
731,Traffic Cmplnt,22:38:38 10/19/22 - 22:45:13 10/19/22,22:38:38,  TCSO responded to a traffic complaint.,AUBURN RD & EAST LANSING RD; T LANSING GROTON NY 13073,42.5675832,-76.4929859
733,Traffic Offense,22:04:09 10/19/22 - 22:04:09 10/19/22,22:04:09,  TCSO conducted traffic stop.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850,42.487473,-76.4675177
735,Traffic Cmplnt,20:39:50 10/19/22 - 20:42:33 10/19/22,20:39:50,  Traffic complaint.,MAIN ST & FREEVILLE GROTON RD; V FREEVILLE FREEVILLE NY 13068,42.5139381,-76.34671279999999
748,Traffic Cmplnt,16:27:52 10/19/22 - 16:27:52 10/19/22,16:27:52,  Traffic Complaint.,AUBURN RD & BUCK RD; T LANSING GROTON NY 13073,42.55676709999999,-76.493909
755,Traffic Cmplnt,14:22:31 10/19/22 - 14:23:51 10/19/22,14:22:31,  Traffic complaint,NELSON RD; T DANBY ITHACA NY 14850,42.3862049,-76.4679369
758,Traffic Offense,13:52:03 10/19/22 - 13:52:03 10/19/22,13:52:03,  TCSO initiated a Traffic Stop.,SLATERVILLE RD & LANDON RD; T CAROLINE ITHACA NY 14850,42.3955019,-76.3979493
761,Traffic Cmplnt,13:00:28 10/19/22 - 13:01:58 10/19/22,13:00:28,  Traffic complaint.,PERUVILLE RD & BROWN RD; T GROTON GROTON NY 13073,42.5466541,-76.42178539999999
765,Traffic Offense,11:36:09 10/19/22 - 11:36:09 10/19/22,11:36:09,  Traffic stop.,PERUVILLE RD & BROWN RD; T GROTON GROTON NY 13073,42.5466541,-76.42178539999999
767,Traffic Offense,10:34:46 10/19/22 - 10:34:46 10/19/22,10:34:46,  TCSO initiated a Traffic Stop.,FALL CREEK RD & HERMAN RD; T DRYDEN; V FREEVILLE FREEVILLE NY 13068,42.517874,-76.3355868
768,Traffic Offense,10:30:38 10/19/22 - 10:30:38 10/19/22,10:30:38,  Deputy conducted a traffic stop.,ENFIELD MAIN RD; ENFIELD ELEMENTARY SCHOOL; T ENFIELD ITHACA NY 14850,42.4331109,-76.6319858
771,Traffic Offense,10:12:49 10/19/22 - 10:12:49 10/19/22,10:12:49,  Traffic offense.,N TRIPHAMMER RD; COLONIAL VET; V LANSING ITHACA NY 14850,42.5054774,-76.490818
775,Traffic Offense,05:04:35 10/19/22 - 05:04:35 10/19/22,05:04:35,  Traffic stop,DANBY RD & BUTTERMILK LN; T DANBY ITHACA NY 14850,42.3880304,-76.4946399
776,Traffic Offense,05:00:16 10/19/22 - 05:00:16 10/19/22,05:00:16,  Assist other agency.,W MAIN ST & MILL ST; V DRYDEN DRYDEN NY 13053,42.4904288,-76.3017079
778,Traffic Offense,03:41:26 10/19/22 - 03:41:26 10/19/22,03:41:26,  Traffic stop,ELMIRA RD & CARTER CREEK RD; T NEWFIELD NEWFIELD NY 14867,42.324138,-76.6564782
779,Traffic Offense,03:28:35 10/19/22 - 03:28:35 10/19/22,03:28:35,  Traffic Stop,ELMIRA RD; EDDYDALE FARM STAND; T ITHACA ITHACA NY 14850,42.362536,-76.5957859
782,Traffic Offense,01:05:43 10/19/22 - 01:05:43 10/19/22,01:05:43,  Assist other agency.,W MAIN ST & NORTH ST; V DRYDEN DRYDEN NY 13053,42.4905754,-76.2977401
784,Traffic Offense,00:31:02 10/19/22 - 00:31:02 10/19/22,00:31:02,  Traffic Stop,ELMIRA RD & BANK ST; T NEWFIELD NEWFIELD NY 14867,42.3612242,-76.5983823
787,Traffic Offense,21:46:29 10/18/22 - 21:46:29 10/18/22,21:46:29,  Traffic stop.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850,42.4774635,-76.4308381
788,Traffic Offense,21:35:38 10/18/22 - 21:35:38 10/18/22,21:35:38,  Traffic stop.,WARREN RD & CHERRY RD; T LANSING ITHACA NY 14850,42.5010018,-76.4713022
791,Traffic Offense,20:56:10 10/18/22 - 20:56:10 10/18/22,20:56:10,  Traffic Stop,STATE ROUTE 13 & LOWER CREEK RD; T DRYDEN ITHACA NY 14850,42.4725103,-76.4212893
803,Traffic Offense,13:31:31 10/18/22 - 13:31:31 10/18/22,13:31:31,  Deputy conducted a traffic stop.,PINCKNEY RD; T DRYDEN ITHACA NY 14850,42.478841,-76.4065622
805,Traffic Offense,13:03:01 10/18/22 - 13:03:01 10/18/22,13:03:01,  Deputy conducted a traffic stop.,DRYDEN RD; WILLOW GLEN CEMETERY; T DRYDEN FREEVILLE NY 13068,42.5173595,-76.4036654
808,Traffic Cmplnt,12:12:03 10/18/22 - 12:16:55 10/18/22,12:12:03,  Assist.,TRUMANSBURG RD # ORCHARD; INDIAN CREEK FARM; T ITHACA ITHACA NY 14850,42.4914674,-76.5883927
815,Traffic Cmplnt,10:23:45 10/18/22 - 10:25:19 10/18/22,10:23:45,  Deputy responded to a traffic complaint.,N TRIPHAMMER RD & PYRAMID DR; V LANSING ITHACA NY 14850,42.48299799999999,-76.48512319999999
819,Traffic Offense,09:41:39 10/18/22 - 09:41:39 10/18/22,09:41:39,  Traffic stop.,BLOCK ENFIELD MAIN RD; T ENFIELD ITHACA NY 14850,42.4331109,-76.6319858
820,Traffic Offense,09:41:39 10/18/22 - 09:41:39 10/18/22,09:41:39,  Traffic stop.,BLOCK ENFIELD MAIN RD; T ENFIELD ITHACA NY 14850,42.4331109,-76.6319858
821,Traffic Offense,09:41:39 10/18/22 - 09:41:39 10/18/22,09:41:39,  Traffic stop.,BLOCK ENFIELD MAIN RD; T ENFIELD ITHACA NY 14850,42.4331109,-76.6319858
827,Traffic Offense,07:32:49 10/18/22 - 07:32:49 10/18/22,07:32:49,  Traffic stop.,MECKLENBURG RD; ENFIELD DOLLAR GENERAL; T ENFIELD ITHACA NY 14850,42.451756,-76.6057896
